epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1960.76,1.22906,1.03889,1.06517,0.69219,0.68853,0.74115,0.42796,1.32549,1.36626,1.14573,0.0011719,0.0011719,0.0011719
17,2073.98,1.22128,0.99926,1.06434,0.73106,0.7051,0.7608,0.45216,1.29269,1.24967,1.12135,0.00113889,0.00113889,0.00113889
18,2186.38,1.15648,0.99227,1.02689,0.7211,0.69451,0.75261,0.45021,1.29098,1.29314,1.11608,0.00110589,0.00110589,0.00110589
19,2297.13,1.17098,0.9535,1.0481,0.73765,0.7031,0.75992,0.45508,1.2896,1.2177,1.12083,0.00107288,0.00107288,0.00107288
20,2406.61,1.13397,0.97203,1.03927,0.75983,0.71102,0.76455,0.46107,1.28465,1.20778,1.12017,0.00103987,0.00103987,0.00103987
21,2517.85,1.21138,0.97252,1.05649,0.76304,0.69505,0.74934,0.45072,1.2748,1.19303,1.10202,0.00100687,0.00100687,0.00100687
22,2628.44,1.13815,0.90366,1.00309,0.75937,0.71868,0.76164,0.45952,1.28125,1.14921,1.10593,0.000973861,0.000973861,0.000973861
23,2740.54,1.16948,0.91331,1.03732,0.7683,0.74865,0.78671,0.47684,1.27539,1.10781,1.11015,0.000940855,0.000940855,0.000940855
24,2853.29,1.17907,0.9264,1.02594,0.76491,0.74935,0.7895,0.48341,1.29131,1.09377,1.11609,0.000907848,0.000907848,0.000907848
25,2963.36,1.12512,0.92179,1.03269,0.73247,0.72573,0.7773,0.47382,1.26634,1.1391,1.10697,0.000874842,0.000874842,0.000874842
26,3074.06,1.08799,0.88825,0.99673,0.77355,0.74548,0.80011,0.49718,1.2377,1.07838,1.10309,0.000841835,0.000841835,0.000841835
27,3183.86,1.11578,0.84587,1.01262,0.76495,0.74719,0.79217,0.48306,1.25573,1.07241,1.10321,0.000808828,0.000808828,0.000808828
28,3292.16,1.08651,0.83568,1.01132,0.74405,0.76296,0.79635,0.49326,1.21463,1.05604,1.08574,0.000775822,0.000775822,0.000775822
29,3401.3,1.08322,0.82924,1.0187,0.79526,0.74392,0.8093,0.49902,1.24037,1.00779,1.0963,0.000742815,0.000742815,0.000742815
30,3510.83,1.05996,0.82186,0.99659,0.77166,0.75684,0.80522,0.49642,1.2183,0.99486,1.08371,0.000709809,0.000709809,0.000709809
31,3618.95,1.01783,0.79424,0.97259,0.77382,0.75053,0.80959,0.51151,1.20015,1.00731,1.08016,0.000676802,0.000676802,0.000676802
32,3726.87,1.06948,0.80474,0.99777,0.78496,0.75149,0.8134,0.5061,1.26365,1.00654,1.10693,0.000643795,0.000643795,0.000643795
33,3833.7,1.04109,0.7842,0.99465,0.79716,0.7454,0.81044,0.51577,1.19754,0.99257,1.07417,0.000610789,0.000610789,0.000610789
34,3940.48,1.06573,0.81805,0.97696,0.78582,0.75113,0.80505,0.51272,1.19256,0.98736,1.07161,0.000577782,0.000577782,0.000577782
35,4047.88,1.06193,0.78265,0.99597,0.7819,0.76311,0.80683,0.50555,1.24184,0.9808,1.08838,0.000544776,0.000544776,0.000544776
36,4155.64,1.0144,0.75926,0.98003,0.78346,0.77114,0.82009,0.52872,1.16651,0.93468,1.06881,0.000511769,0.000511769,0.000511769
37,4263.73,1.023,0.77173,0.97684,0.78398,0.77874,0.82355,0.5251,1.17147,0.92635,1.06956,0.000478762,0.000478762,0.000478762
38,4371.05,1.01959,0.76811,0.97249,0.79449,0.78272,0.82951,0.52992,1.17743,0.91828,1.06829,0.000445756,0.000445756,0.000445756
39,4478.66,1.01448,0.76706,0.98177,0.78935,0.78808,0.82917,0.52721,1.1863,0.92007,1.07136,0.000412749,0.000412749,0.000412749
40,4586.51,1.02281,0.73194,0.96126,0.78978,0.77292,0.82101,0.52033,1.17731,0.91762,1.07099,0.000379743,0.000379743,0.000379743
41,4693.66,0.94718,0.78016,0.96507,0.7953,0.78033,0.82562,0.52644,1.16639,0.92641,1.06921,0.000346736,0.000346736,0.000346736
42,4800.41,0.92393,0.72875,0.94533,0.81237,0.7667,0.82253,0.52601,1.17115,0.97288,1.06672,0.000313729,0.000313729,0.000313729
43,4904.15,0.91612,0.72871,0.94491,0.8023,0.77258,0.82181,0.52831,1.17016,0.98274,1.064,0.000280723,0.000280723,0.000280723
44,5009.92,0.93264,0.70862,0.95108,0.78612,0.7773,0.81991,0.52723,1.16108,0.93408,1.06328,0.000247716,0.000247716,0.000247716
45,5116.81,0.89531,0.68666,0.93794,0.78446,0.77997,0.82285,0.53059,1.14788,0.92428,1.0622,0.00021471,0.00021471,0.00021471
46,5226.35,0.87823,0.66964,0.92956,0.78628,0.78551,0.82709,0.5338,1.14631,0.9131,1.06185,0.000181703,0.000181703,0.000181703
47,5333.13,0.89865,0.6645,0.93547,0.79058,0.7834,0.82808,0.53399,1.1464,0.90202,1.06248,0.000148696,0.000148696,0.000148696
48,5439.9,0.86494,0.66123,0.92869,0.79744,0.77963,0.82991,0.53759,1.14754,0.89248,1.06214,0.00011569,0.00011569,0.00011569
49,5546.32,0.85177,0.6542,0.92803,0.79611,0.78438,0.83037,0.53908,1.14476,0.8891,1.06207,8.26832e-05,8.26832e-05,8.26832e-05
50,5653.24,0.88979,0.68071,0.94694,0.79983,0.7849,0.83165,0.54046,1.14203,0.88627,1.06212,4.96766e-05,4.96766e-05,4.96766e-05
