epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,4891.61,1.16348,0.80301,0.98634,0.76973,0.77894,0.81626,0.50349,1.26786,0.94388,1.1129,0.000973861,0.000973861,0.000973861
23,5093.32,1.14676,0.79141,1.0126,0.7918,0.77952,0.82599,0.51283,1.25106,0.92429,1.08868,0.000940855,0.000940855,0.000940855
24,5254.61,1.12071,0.78175,1.00278,0.80289,0.7686,0.83039,0.52469,1.23146,0.86315,1.08932,0.000907848,0.000907848,0.000907848
25,5416.54,1.14795,0.77974,0.99084,0.80195,0.77477,0.82648,0.51917,1.23293,0.85971,1.08619,0.000874842,0.000874842,0.000874842
26,5576.82,1.13813,0.7886,0.992,0.78416,0.80199,0.81526,0.50972,1.25541,0.89229,1.09805,0.000841835,0.000841835,0.000841835
27,5753.08,1.12202,0.76285,0.99133,0.82905,0.76079,0.83838,0.53608,1.23103,0.87183,1.08107,0.000808828,0.000808828,0.000808828
28,5936.15,1.09412,0.76162,0.98074,0.79509,0.79046,0.83955,0.52712,1.22779,0.86101,1.08503,0.000775822,0.000775822,0.000775822
29,6128.19,1.09737,0.72916,0.97582,0.79395,0.79046,0.83947,0.52921,1.2287,0.89353,1.09079,0.000742815,0.000742815,0.000742815
30,6330.63,1.10818,0.7355,0.99526,0.81084,0.78942,0.83684,0.52915,1.22595,0.84586,1.0895,0.000709809,0.000709809,0.000709809
31,6510.17,1.10805,0.73059,0.984,0.81215,0.7725,0.82921,0.52343,1.22105,0.84612,1.08657,0.000676802,0.000676802,0.000676802
32,6679.65,1.08727,0.71343,0.97559,0.79986,0.78219,0.84302,0.53568,1.20919,0.84653,1.08933,0.000643795,0.000643795,0.000643795
33,6852.06,1.07642,0.72001,0.98233,0.81348,0.79278,0.84874,0.54191,1.2025,0.81126,1.07964,0.000610789,0.000610789,0.000610789
34,7005.23,1.06395,0.7097,0.98847,0.78528,0.79854,0.84135,0.54047,1.21301,0.81751,1.0821,0.000577782,0.000577782,0.000577782
35,7154.63,1.08434,0.69989,0.97053,0.79351,0.79234,0.83865,0.53601,1.2094,0.82853,1.0886,0.000544776,0.000544776,0.000544776
36,7309.2,1.05893,0.69185,0.97633,0.77222,0.81003,0.83918,0.53653,1.19912,0.81516,1.08501,0.000511769,0.000511769,0.000511769
37,7463.83,1.05118,0.67633,0.96563,0.80885,0.79849,0.84638,0.54566,1.192,0.80323,1.08028,0.000478762,0.000478762,0.000478762
38,7615.56,1.04278,0.68587,0.97543,0.81681,0.78889,0.84848,0.54829,1.19153,0.80828,1.07502,0.000445756,0.000445756,0.000445756
39,17613.8,1.03371,0.67477,0.96703,0.80599,0.79612,0.84929,0.54772,1.19539,0.80381,1.07879,0.000412749,0.000412749,0.000412749
40,17706.7,1.02141,0.67531,0.96643,0.81733,0.79551,0.85122,0.54804,1.20106,0.78987,1.08527,0.000379743,0.000379743,0.000379743
41,17844.3,0.99756,0.67122,0.95465,0.81757,0.80006,0.85114,0.54633,1.19796,0.78898,1.08994,0.000346736,0.000346736,0.000346736
42,18030.5,0.99517,0.64353,0.94788,0.81426,0.79216,0.84889,0.54917,1.18905,0.79547,1.09002,0.000313729,0.000313729,0.000313729
43,18212,0.97037,0.62043,0.93764,0.79239,0.79846,0.8438,0.54496,1.18744,0.80868,1.08732,0.000280723,0.000280723,0.000280723
44,18399.1,0.94607,0.60752,0.94208,0.81604,0.78612,0.84457,0.54644,1.18013,0.79207,1.0846,0.000247716,0.000247716,0.000247716
45,19051.7,0.94212,0.61288,0.938,0.80622,0.81231,0.85227,0.55226,1.17207,0.78237,1.0775,0.00021471,0.00021471,0.00021471
46,19229.2,0.93689,0.59432,0.93381,0.7993,0.80929,0.85442,0.55653,1.16378,0.78053,1.07533,0.000181703,0.000181703,0.000181703
47,19423.9,0.9406,0.5963,0.92377,0.79982,0.80393,0.8531,0.55867,1.16151,0.76877,1.0745,0.000148696,0.000148696,0.000148696
48,19612.2,0.93447,0.59014,0.94337,0.81453,0.79573,0.8519,0.55747,1.1704,0.76429,1.07522,0.00011569,0.00011569,0.00011569
49,19804.4,0.92525,0.59015,0.93681,0.80622,0.801,0.85205,0.55714,1.16515,0.75908,1.07852,8.26832e-05,8.26832e-05,8.26832e-05
50,20001.5,0.91787,0.58143,0.92423,0.80291,0.80732,0.85315,0.55847,1.16148,0.75489,1.08185,4.96766e-05,4.96766e-05,4.96766e-05
